"Date","Price","Open","High","Low","Vol.","Change %"
"02/06/2020","1.5800","1.5800","1.5800","1.5800","","0.00%"
"02/03/2020","1.5800","1.5800","1.5800","1.5800","","-0.63%"
"01/30/2020","1.5900","1.5900","1.5900","1.5900","","2.58%"
"01/23/2020","1.5500","1.5500","1.5500","1.5500","","0.65%"
"01/08/2020","1.5400","1.5400","1.5400","1.5400","","-0.65%"
"01/02/2020","1.5500","1.5500","1.5500","1.5500","","-0.64%"
"12/31/2019","1.5600","1.5600","1.5600","1.5600","","1.30%"
"12/11/2019","1.5400","1.5400","1.5400","1.5400","","0.00%"
"12/03/2019","1.5400","1.5400","1.5400","1.5400","","-1.28%"
"11/29/2019","1.5600","1.5600","1.5600","1.5600","","0.65%"
"11/15/2019","1.5500","1.5500","1.5500","1.5500","","0.65%"
"11/05/2019","1.5400","1.5400","1.5400","1.5400","","-0.65%"
"10/31/2019","1.5500","1.5500","1.5500","1.5500","","-13.89%"
"10/25/2019","1.8000","1.8000","1.8000","1.8000","","-1.64%"
"10/24/2019","1.8300","1.8300","1.8300","1.8300","","1.67%"
"10/23/2019","1.8000","1.8000","1.8000","1.8000","","-2.70%"
"10/22/2019","1.8500","1.8500","1.8500","1.8500","","0.00%"
"10/17/2019","1.8500","1.8500","1.8500","1.8500","","-5.13%"
"10/16/2019","1.9500","1.9500","1.9500","1.9500","","8.33%"
"10/11/2019","1.8000","1.8000","1.8000","1.8000","","0.00%"
"10/10/2019","1.8000","1.8000","1.8000","1.8000","","0.00%"
"10/09/2019","1.8000","1.8000","1.8000","1.8000","","0.00%"
"10/08/2019","1.8000","1.8000","1.8000","1.8000","","0.00%"
"10/07/2019","1.8000","1.8000","1.8000","1.8000","","0.00%"
"10/04/2019","1.8000","1.8000","1.8000","1.8000","","-1.64%"
"10/03/2019","1.8300","1.8300","1.8300","1.8300","","-1.08%"
"10/02/2019","1.8500","1.8500","1.8500","1.8500","","0.00%"
"10/01/2019","1.8500","1.8500","1.8500","1.8500","","-2.63%"
"09/30/2019","1.9000","1.9000","1.9000","1.9000","","2.70%"
"09/27/2019","1.8500","1.8500","1.8500","1.8500","","1.65%"
"09/26/2019","1.8200","1.8200","1.8200","1.8200","","1.11%"
"09/25/2019","1.8000","1.8000","1.8000","1.8000","","-2.70%"
"09/24/2019","1.8500","1.8500","1.8500","1.8500","","0.00%"
"09/23/2019","1.8500","1.8500","1.8500","1.8500","","0.00%"
"09/20/2019","1.8500","1.8500","1.8500","1.8500","","0.00%"
"09/19/2019","1.8500","1.8500","1.8500","1.8500","","-13.95%"
"09/18/2019","2.1500","2.1500","2.1500","2.1500","","0.00%"
"09/17/2019","2.1500","2.1500","2.1500","2.1500","","-2.27%"
"09/16/2019","2.2000","2.2000","2.2000","2.2000","","3.29%"
"09/13/2019","2.1300","2.1300","2.1300","2.1300","","1.43%"
"09/12/2019","2.1000","2.1000","2.1000","2.1000","","0.00%"
"09/11/2019","2.1000","2.1000","2.1000","2.1000","","0.00%"
"09/10/2019","2.1000","2.1000","2.1000","2.1000","","0.00%"
"09/09/2019","2.1000","2.1000","2.1000","2.1000","","0.00%"
"09/06/2019","2.1000","2.1000","2.1000","2.1000","","-0.47%"
"09/05/2019","2.1100","2.1100","2.1100","2.1100","","0.00%"
"09/04/2019","2.1100","2.1100","2.1100","2.1100","","0.00%"
"09/03/2019","2.1100","2.1100","2.1100","2.1100","","0.00%"
"08/30/2019","2.1100","2.1100","2.1100","2.1100","","0.00%"
"08/29/2019","2.1100","2.1100","2.1100","2.1100","","0.00%"
"08/28/2019","2.1100","2.1100","2.1100","2.1100","","0.00%"
"08/27/2019","2.1100","2.1100","2.1100","2.1100","","0.48%"
"08/26/2019","2.1000","2.1000","2.1000","2.1000","","0.00%"
"08/23/2019","2.1000","2.1000","2.1000","2.1000","","0.00%"
"08/22/2019","2.1000","2.1000","2.1000","2.1000","","0.00%"
"08/21/2019","2.1000","2.1000","2.1000","2.1000","","-0.47%"
"08/20/2019","2.1100","2.1100","2.1100","2.1100","","0.00%"
"08/19/2019","2.1100","2.1100","2.1100","2.1100","","0.00%"
"08/16/2019","2.1100","2.1100","2.1100","2.1100","","0.00%"
"08/15/2019","2.1100","2.1100","2.1100","2.1100","","0.00%"
"08/14/2019","2.1100","2.1100","2.1100","2.1100","","0.00%"
"08/13/2019","2.1100","2.1100","2.1100","2.1100","","0.00%"
"08/12/2019","2.1100","2.1100","2.1100","2.1100","","0.00%"
"08/09/2019","2.1100","2.1100","2.1100","2.1100","","0.00%"
"08/08/2019","2.1100","2.1100","2.1100","2.1100","","0.00%"
"08/07/2019","2.1100","2.1100","2.1100","2.1100","","0.48%"
"08/06/2019","2.1000","2.1000","2.1000","2.1000","","0.00%"
"08/05/2019","2.1000","2.1000","2.1000","2.1000","","-1.41%"
"08/02/2019","2.1300","2.1300","2.1300","2.1300","","-0.47%"
"08/01/2019","2.1400","2.1400","2.1400","2.1400","","-9.70%"
"07/31/2019","2.3700","2.3700","2.3700","2.3700","","-1.25%"
"07/30/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"07/29/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"07/26/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"07/25/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"07/24/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"07/23/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"07/22/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"07/19/2019","2.4000","2.4000","2.4000","2.4000","","-0.41%"
"07/18/2019","2.4100","2.4100","2.4100","2.4100","","1.69%"
"07/17/2019","2.3700","2.3700","2.3700","2.3700","","0.00%"
"07/16/2019","2.3700","2.3700","2.3700","2.3700","","0.00%"
"07/15/2019","2.3700","2.3700","2.3700","2.3700","","0.00%"
"07/12/2019","2.3700","2.3700","2.3700","2.3700","","-0.42%"
"07/11/2019","2.3800","2.3800","2.3800","2.3800","","0.00%"
"07/10/2019","2.3800","2.3800","2.3800","2.3800","","0.00%"
"07/09/2019","2.3800","2.3800","2.3800","2.3800","","-0.83%"
"07/08/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"07/05/2019","2.4000","2.4000","2.4000","2.4000","","0.42%"
"07/03/2019","2.3900","2.3900","2.3900","2.3900","","0.00%"
"07/02/2019","2.3900","2.3900","2.3900","2.3900","","1.27%"
"07/01/2019","2.3600","2.3600","2.3600","2.3600","","-0.42%"
"06/28/2019","2.3700","2.3700","2.3700","2.3700","","0.00%"
"06/27/2019","2.3700","2.3700","2.3700","2.3700","","0.00%"
"06/26/2019","2.3700","2.3700","2.3700","2.3700","","0.42%"
"06/25/2019","2.3600","2.3600","2.3600","2.3600","","0.00%"
"06/24/2019","2.3600","2.3600","2.3600","2.3600","","0.00%"
"06/21/2019","2.3600","2.3600","2.3600","2.3600","","0.00%"
"06/20/2019","2.3600","2.3600","2.3600","2.3600","","0.00%"
"06/19/2019","2.3600","2.3600","2.3600","2.3600","","0.00%"
"06/18/2019","2.3600","2.3600","2.3600","2.3600","","0.00%"
"06/17/2019","2.3600","2.3600","2.3600","2.3600","","0.00%"
"06/14/2019","2.3600","2.3600","2.3600","2.3600","","0.00%"
"06/13/2019","2.3600","2.3600","2.3600","2.3600","","0.00%"
"06/12/2019","2.3600","2.3600","2.3600","2.3600","","0.00%"
"06/11/2019","2.3600","2.3600","2.3600","2.3600","","0.00%"
"06/10/2019","2.3600","2.3600","2.3600","2.3600","","0.00%"
"06/07/2019","2.3600","2.3600","2.3600","2.3600","","0.00%"
"06/06/2019","2.3600","2.3600","2.3600","2.3600","","-0.42%"
"06/05/2019","2.3700","2.3700","2.3700","2.3700","","0.00%"
"06/04/2019","2.3700","2.3700","2.3700","2.3700","","0.00%"
"06/03/2019","2.3700","2.3700","2.3700","2.3700","","-0.42%"
"05/31/2019","2.3800","2.3800","2.3800","2.3800","","0.42%"
"05/30/2019","2.3700","2.3700","2.3700","2.3700","","0.00%"
"05/29/2019","2.3700","2.3700","2.3700","2.3700","","0.00%"
"05/28/2019","2.3700","2.3700","2.3700","2.3700","","0.00%"
"05/24/2019","2.3700","2.3700","2.3700","2.3700","","0.00%"
"05/23/2019","2.3700","2.3700","2.3700","2.3700","","0.00%"
"05/22/2019","2.3700","2.3700","2.3700","2.3700","","0.42%"
"05/21/2019","2.3600","2.3600","2.3600","2.3600","","-0.42%"
"05/20/2019","2.3700","2.3700","2.3700","2.3700","","-0.42%"
"05/17/2019","2.3800","2.3800","2.3800","2.3800","","0.00%"
"05/16/2019","2.3800","2.3800","2.3800","2.3800","","0.00%"
"05/15/2019","2.3800","2.3800","2.3800","2.3800","","0.85%"
"05/14/2019","2.3600","2.3600","2.3600","2.3600","","-0.42%"
"05/13/2019","2.3700","2.3700","2.3700","2.3700","","-0.42%"
"05/10/2019","2.3800","2.3800","2.3800","2.3800","","0.00%"
"05/09/2019","2.3800","2.3800","2.3800","2.3800","","-0.42%"
"05/08/2019","2.3900","2.3900","2.3900","2.3900","","0.00%"
"05/07/2019","2.3900","2.3900","2.3900","2.3900","","-0.42%"
"05/06/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"05/03/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"05/02/2019","2.4000","2.4000","2.4000","2.4000","","-2.04%"
"05/01/2019","2.4500","2.4500","2.4500","2.4500","","0.00%"
"04/30/2019","2.4500","2.4500","2.4500","2.4500","","1.66%"
"04/29/2019","2.4100","2.4100","2.4100","2.4100","","0.00%"
"04/26/2019","2.4100","2.4100","2.4100","2.4100","","0.00%"
"04/25/2019","2.4100","2.4100","2.4100","2.4100","","0.00%"
"04/24/2019","2.4100","2.4100","2.4100","2.4100","","0.00%"
"04/23/2019","2.4100","2.4100","2.4100","2.4100","","0.42%"
"04/22/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"04/18/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"04/17/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"04/16/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"04/15/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"04/12/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"04/11/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"04/10/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"04/09/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"04/08/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"04/05/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"04/04/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"04/03/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"04/02/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"04/01/2019","2.4000","2.4000","2.4000","2.4000","","-0.41%"
"03/29/2019","2.4100","2.4100","2.4100","2.4100","","0.42%"
"03/28/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"03/27/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"03/26/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"03/25/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"03/22/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"03/21/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"03/20/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"03/19/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"03/18/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"03/15/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"03/14/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"03/13/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"03/12/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"03/11/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"03/08/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"03/07/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"03/06/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"03/05/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"03/04/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"03/01/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"02/28/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"02/27/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"02/26/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"02/25/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"02/22/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"02/21/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"02/20/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"02/19/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"02/15/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"02/14/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"02/13/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"02/12/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"02/11/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"02/08/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"02/07/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"02/06/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"02/05/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"02/04/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"02/01/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"01/31/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"01/30/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"01/29/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"01/28/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"01/25/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"01/24/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"01/23/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"01/22/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"01/18/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"01/17/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"01/16/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"01/15/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"01/14/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"01/11/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"01/10/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"01/09/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"01/08/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"01/07/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"01/04/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"01/03/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"01/02/2019","2.4000","2.4000","2.4000","2.4000","","0.00%"
"12/31/2018","2.4000","2.4000","2.4000","2.4000","","0.00%"
"12/28/2018","2.4000","2.4000","2.4000","2.4000","","0.00%"
"12/27/2018","2.4000","2.4000","2.4000","2.4000","","0.00%"
"12/26/2018","2.4000","2.4000","2.4000","2.4000","","0.42%"
"12/24/2018","2.3900","2.3900","2.3900","2.3900","","0.00%"
"12/21/2018","2.3900","2.3900","2.3900","2.3900","","0.00%"
"12/20/2018","2.3900","2.3900","2.3900","2.3900","","9.13%"
"12/19/2018","2.1900","2.1900","2.1900","2.1900","","0.00%"
"12/18/2018","2.1900","2.1900","2.1900","2.1900","","0.00%"
"12/17/2018","2.1900","2.1900","2.1900","2.1900","","0.00%"
"12/14/2018","2.1900","2.1900","2.1900","2.1900","","0.00%"
"12/13/2018","2.1900","2.1900","2.1900","2.1900","","0.00%"
"12/12/2018","2.1900","2.1900","2.1900","2.1900","","0.00%"
"12/11/2018","2.1900","2.1900","2.1900","2.1900","","0.00%"
"12/10/2018","2.1900","2.1900","2.1900","2.1900","","-0.45%"
"12/07/2018","2.2000","2.2000","2.2000","2.2000","","0.00%"
"12/06/2018","2.2000","2.2000","2.2000","2.2000","","-0.45%"
"12/05/2018","2.2100","2.2100","2.2100","2.2100","","1.38%"
"12/04/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"12/03/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"11/30/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"11/29/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"11/28/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"11/27/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"11/26/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"11/23/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"11/21/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"11/20/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"11/19/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"11/16/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"11/15/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"11/14/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"11/13/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"11/09/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"11/08/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"11/07/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"11/06/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"11/05/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"11/02/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"11/01/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"10/31/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"10/30/2018","2.1800","2.1800","2.1800","2.1800","","-0.91%"
"10/29/2018","2.2000","2.2000","2.2000","2.2000","","0.92%"
"10/26/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"10/25/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"10/24/2018","2.1800","2.1800","2.1800","2.1800","","0.00%"
"10/23/2018","2.1800","2.1800","2.1800","2.1800","","0.46%"
"10/22/2018","2.1700","2.1700","2.1700","2.1700","","0.00%"
"10/19/2018","2.1700","2.1700","2.1700","2.1700","","0.00%"
"10/18/2018","2.1700","2.1700","2.1700","2.1700","","0.00%"
"10/17/2018","2.1700","2.1700","2.1700","2.1700","","0.00%"
"10/16/2018","2.1700","2.1700","2.1700","2.1700","","0.00%"
"10/15/2018","2.1700","2.1700","2.1700","2.1700","","0.00%"
"10/12/2018","2.1700","2.1700","2.1700","2.1700","","0.00%"
"10/11/2018","2.1700","2.1700","2.1700","2.1700","","0.46%"
"10/10/2018","2.1600","2.1600","2.1600","2.1600","","0.00%"
"10/09/2018","2.1600","2.1600","2.1600","2.1600","","0.00%"
"10/05/2018","2.1600","2.1600","2.1600","2.1600","","-0.46%"
"10/04/2018","2.1700","2.1700","2.1700","2.1700","","0.46%"
"10/03/2018","2.1600","2.1600","2.1600","2.1600","","0.00%"
"10/02/2018","2.1600","2.1600","2.1600","2.1600","","0.00%"
"10/01/2018","2.1600","2.1600","2.1600","2.1600","","0.47%"
"09/28/2018","2.1500","2.1500","2.1500","2.1500","","-0.46%"
"09/27/2018","2.1600","2.1600","2.1600","2.1600","","13.09%"
"09/26/2018","1.9100","1.9100","1.9100","1.9100","","0.00%"
"09/25/2018","1.9100","1.9100","1.9100","1.9100","","0.00%"
"09/24/2018","1.9100","1.9100","1.9100","1.9100","","0.00%"
"09/21/2018","1.9100","1.9100","1.9100","1.9100","","0.00%"
"09/20/2018","1.9100","1.9100","1.9100","1.9100","","0.00%"
"09/19/2018","1.9100","1.9100","1.9100","1.9100","","0.00%"
"09/18/2018","1.9100","1.9100","1.9100","1.9100","","0.00%"
"09/17/2018","1.9100","1.9100","1.9100","1.9100","","0.00%"
"09/14/2018","1.9100","1.9100","1.9100","1.9100","","0.00%"
"09/13/2018","1.9100","1.9100","1.9100","1.9100","","0.00%"
"09/12/2018","1.9100","1.9100","1.9100","1.9100","","0.00%"
"09/11/2018","1.9100","1.9100","1.9100","1.9100","","0.00%"
"09/10/2018","1.9100","1.9100","1.9100","1.9100","","0.00%"
"09/07/2018","1.9100","1.9100","1.9100","1.9100","","0.00%"
"09/06/2018","1.9100","1.9100","1.9100","1.9100","","0.00%"
"09/05/2018","1.9100","1.9100","1.9100","1.9100","","0.00%"
"09/04/2018","1.9100","1.9100","1.9100","1.9100","","0.00%"
"08/31/2018","1.9100","1.9100","1.9100","1.9100","","0.00%"
"08/30/2018","1.9100","1.9100","1.9100","1.9100","","0.00%"
"08/29/2018","1.9100","1.9100","1.9100","1.9100","","0.00%"
